Thickness,Height,Angle (deg),Bending_Stiffness
5.685,71.69,69.0,5499.299854592131
5.685,71.69,69.0,5499.299854592131
5.72,98.075,65.1,10239.70072402512
5.72,98.075,65.1,10239.70072402512
5.722,23.547,38.7,588.3365319757329
5.722,23.547,38.7,588.3365319757329
5.726,34.137,33.9,1208.6506939686442
5.726,34.137,33.9,1208.6506939686442
5.754,71.972,61.6,5588.257717337547
5.754,71.972,61.6,5588.257717337547
5.757,91.656,65.9,6632.408803383639
5.757,91.656,65.9,6632.408803383639
5.778,92.53,69.7,9503.676586315532
5.778,92.53,69.7,9503.676586315532
5.78,22.624,48.9,637.701571482882
5.78,22.624,48.9,637.701571482882
5.782,116.174,68.4,14689.653271939798
5.782,116.174,68.4,14689.653271939798
5.792,80.905,59.1,6769.752952116804
5.792,80.905,59.1,6769.752952116804
5.801,59.503,60.8,3905.917948772801
5.801,59.503,60.8,3905.917948772801
5.804,28.206,19.0,418.6084667665383
5.804,28.206,19.0,418.6084667665383
5.816,59.143,61.0,3875.845401053942
5.816,59.143,61.0,3875.845401053942
5.827,75.359,55.6,5979.69227436386
5.827,75.359,55.6,5979.69227436386
5.829,60.413,67.3,4086.073664255316
5.829,60.413,67.3,4086.073664255316
5.841,90.519,60.4,8766.501869624126
5.841,90.519,60.4,8766.501869624126
5.843,22.997,32.9,653.077665658105
5.843,22.997,32.9,653.077665658105
5.849,89.144,58.5,8339.207773171831
5.849,89.144,58.5,8339.207773171831
5.862,122.579,68.6,16717.24343581453
5.862,122.579,68.6,16717.24343581453
5.866,119.958,65.4,15662.734598777964
5.866,119.958,65.4,15662.734598777964
5.867,82.098,69.4,7603.505355402603
5.867,82.098,69.4,7603.505355402603
5.872,31.837,33.6,1185.6556120247683
5.872,31.837,33.6,1185.6556120247683
5.878,104.697,58.9,11329.5106812576
5.878,104.697,58.9,11329.5106812576
5.883,52.654,34.9,2627.3166171958333
5.883,52.654,34.9,2627.3166171958333
5.899,55.982,61.3,3454.913582736221
5.899,55.982,61.3,3454.913582736221
5.906,44.076,40.0,2157.195892025674
5.906,44.076,40.0,2157.195892025674
5.919,122.586,67.9,16817.05999482543
5.919,122.586,67.9,16817.05999482543
5.919,76.492,52.1,6061.165282960882
5.919,76.492,52.1,6061.165282960882
5.935,71.505,54.8,5549.918505256956
5.935,71.505,54.8,5549.918505256956
5.947,108.905,62.4,8330.098104115528
5.947,108.905,62.4,8330.098104115528
5.948,49.009,51.1,2702.0487464582075
5.948,49.009,51.1,2702.0487464582075
5.95,52.674,40.0,2439.375562999682
5.95,52.674,40.0,2439.375562999682
5.96,63.369,70.0,4651.280589208431
5.96,63.369,70.0,4651.280589208431
5.971,46.601,38.3,1665.444650420157
5.971,46.601,38.3,1665.444650420157
5.973,67.307,61.2,5093.617247645924
5.973,67.307,61.2,5093.617247645924
5.975,99.049,57.0,10396.959062354026
5.975,99.049,57.0,10396.959062354026
5.981,40.779,63.4,1985.7454512552167
5.981,40.779,63.4,1985.7454512552167
5.981,90.343,55.4,8678.043279994934
5.981,90.343,55.4,8678.043279994934
5.987,107.001,68.9,12950.71434055519
5.987,107.001,68.9,12950.71434055519
5.987,80.55,57.7,5729.471224711415
5.987,80.55,57.7,5729.471224711415
5.991,44.73,47.9,2284.6670917512142
5.991,44.73,47.9,2284.6670917512142
5.994,98.86,69.3,7638.616241440851
5.994,98.86,69.3,7638.616241440851
5.998,72.393,65.1,5964.408171377866
5.998,72.393,65.1,5964.408171377866
6.004,29.459,37.1,1066.053625130044
6.004,29.459,37.1,1066.053625130044
6.024,33.003,25.5,1266.3941279114194
6.024,33.003,25.5,1266.3941279114194
6.047,62.492,41.3,4118.377540400077
6.047,62.492,41.3,4118.377540400077
6.05,51.195,69.9,3103.8768661161166
6.05,51.195,69.9,3103.8768661161166
6.061,82.766,51.3,5554.48854933785
6.061,82.766,51.3,5554.48854933785
6.089,37.098,45.4,1627.3132513084151
6.089,37.098,45.4,1627.3132513084151
6.089,40.454,57.7,1981.2805465928589
6.089,40.454,57.7,1981.2805465928589
6.093,115.75,68.4,15513.748676650448
6.093,115.75,68.4,15513.748676650448
6.094,15.933,18.8,172.04782379617808
6.094,15.933,18.8,172.04782379617808
6.094,64.765,59.8,4832.086233968673
6.094,64.765,59.8,4832.086233968673
6.098,29.505,38.1,1075.348932959094
6.098,29.505,38.1,1075.348932959094
6.099,29.177,66.0,1046.9588972836443
6.099,29.177,66.0,1046.9588972836443
6.099,97.038,59.8,10441.906479847808
6.099,97.038,59.8,10441.906479847808
6.101,58.583,53.1,3147.66505368895
6.101,58.583,53.1,3147.66505368895
6.102,15.878,42.5,392.68716749436027
6.102,15.878,42.5,392.68716749436027
6.102,44.986,56.0,2287.459026846288
6.102,44.986,56.0,2287.459026846288
6.104,68.943,60.2,5455.700530865242
6.104,68.943,60.2,5455.700530865242
6.121,44.895,55.9,2408.202116465138
6.121,44.895,55.9,2408.202116465138
6.135,36.954,28.5,1589.4889640527738
6.135,36.954,28.5,1589.4889640527738
6.138,24.943,35.4,832.2135091790527
6.138,24.943,35.4,832.2135091790527
6.146,74.823,58.4,6390.583734742525
6.146,74.823,58.4,6390.583734742525
6.153,32.791,39.1,1289.3987134803176
6.153,32.791,39.1,1289.3987134803176
6.165,35.127,68.2,1509.335195327889
6.165,35.127,68.2,1509.335195327889
6.167,85.722,53.2,8018.762074199798
6.167,85.722,53.2,8018.762074199798
6.172,122.529,65.3,17169.935261798975
6.172,122.529,65.3,17169.935261798975
6.173,85.985,63.7,8325.658228890128
6.173,85.985,63.7,8325.658228890128
6.174,100.632,60.4,11352.545646601586
6.174,100.632,60.4,11352.545646601586
6.174,66.811,65.0,5287.653403849178
6.174,66.811,65.0,5287.653403849178
6.176,23.015,56.4,738.6868449641729
6.176,23.015,56.4,738.6868449641729
6.176,66.339,48.5,4899.210556188085
6.176,66.339,48.5,4899.210556188085
6.177,101.411,61.4,11626.425799043744
6.177,101.411,61.4,11626.425799043744
6.18,60.853,65.4,4406.11091167848
6.18,60.853,65.4,4406.11091167848
6.187,87.355,54.0,8202.020818715926
6.187,87.355,54.0,8202.020818715926
6.191,109.859,60.2,13333.956918609512
6.191,109.859,60.2,13333.956918609512
6.199,93.644,67.6,10334.571206995346
6.199,93.644,67.6,10334.571206995346
6.214,16.241,45.4,426.03883543649295
6.214,16.241,45.4,426.03883543649295
6.218,117.82,61.8,15624.048191108404
6.218,117.82,61.8,15624.048191108404
6.219,53.706,49.5,3254.718999141296
6.219,53.706,49.5,3254.718999141296
6.227,74.906,67.7,6720.854259502676
6.227,74.906,67.7,6720.854259502676
6.23,88.947,67.6,9349.78014424449
6.23,88.947,67.6,9349.78014424449
6.242,54.74,39.0,2497.408599932701
6.242,54.74,39.0,2497.408599932701
6.25,101.297,68.5,12131.623424197163
6.25,101.297,68.5,12131.623424197163
6.27,19.212,15.9,541.1114281495059
6.27,19.212,15.9,541.1114281495059
6.271,31.031,68.9,802.8226221674386
6.271,31.031,68.9,802.8226221674386
6.277,47.285,47.7,2639.261097048367
6.277,47.285,47.7,2639.261097048367
6.28,49.958,48.2,2872.610406641126
6.28,49.958,48.2,2872.610406641126
6.285,81.827,65.2,7947.188097520875
6.285,81.827,65.2,7947.188097520875
6.305,60.254,45.8,4168.55887759661
6.305,60.254,45.8,4168.55887759661
6.317,75.168,61.8,6679.103701328781
6.317,75.168,61.8,6679.103701328781
6.321,42.749,38.0,2204.2364963733794
6.321,42.749,38.0,2204.2364963733794
6.325,32.099,39.0,1310.23306423786
6.325,32.099,39.0,1310.23306423786
6.334,72.626,62.8,6321.630054055152
6.334,72.626,62.8,6321.630054055152
6.339,82.469,63.5,8142.771330650024
6.339,82.469,63.5,8142.771330650024
6.355,114.33,61.8,15113.370800629653
6.355,114.33,61.8,15113.370800629653
6.372,72.69,61.3,5256.5119400496005
6.372,72.69,61.3,5256.5119400496005
6.373,27.534,59.8,1053.1163615761047
6.373,27.534,59.8,1053.1163615761047
6.374,114.878,63.8,15533.215413418897
6.374,114.878,63.8,15533.215413418897
6.381,67.586,68.1,5614.208937753319
6.381,67.586,68.1,5614.208937753319
6.402,79.746,50.7,7137.812827832046
6.402,79.746,50.7,7137.812827832046
6.402,80.234,62.1,7761.074028219989
6.402,80.234,62.1,7761.074028219989
6.403,14.89,11.5,299.5915703165778
6.403,14.89,11.5,299.5915703165778
6.407,90.057,60.2,9591.021763759942
6.407,90.057,60.2,9591.021763759942
6.409,18.003,50.4,158.515022446321
6.409,18.003,50.4,158.515022446321
6.426,23.603,57.3,815.1562588205381
6.426,23.603,57.3,815.1562588205381
6.431,104.776,65.7,13297.610981951184
6.431,104.776,65.7,13297.610981951184
6.437,59.929,48.0,4266.125263532161
6.437,59.929,48.0,4266.125263532161
6.44,36.774,36.9,1697.263476403575
6.44,36.774,36.9,1697.263476403575
6.447,96.273,65.3,10855.777131425426
6.447,96.273,65.3,10855.777131425426
6.448,40.285,28.3,1938.0089433456635
6.448,40.285,28.3,1938.0089433456635
6.449,15.703,61.5,342.1123761833134
6.449,15.703,61.5,342.1123761833134
6.451,51.432,63.2,3310.6045808221534
6.451,51.432,63.2,3310.6045808221534
6.454,47.799,44.9,2811.432692582209
6.454,47.799,44.9,2811.432692582209
6.462,33.59,30.4,1441.469256826112
6.462,33.59,30.4,1441.469256826112
6.462,68.887,57.6,5691.262003690637
6.462,68.887,57.6,5691.262003690637
6.463,47.386,36.4,2674.764682960137
6.463,47.386,36.4,2674.764682960137
6.478,21.626,14.3,654.955451996828
6.478,21.626,14.3,654.955451996828
6.48,75.519,51.0,6637.639139635681
6.48,75.519,51.0,6637.639139635681
6.481,85.101,60.8,8724.29097523485
6.481,85.101,60.8,8724.29097523485
6.483,82.071,66.0,8335.5926650338
6.483,82.071,66.0,8335.5926650338
6.488,91.703,67.7,10468.4265324712
6.488,91.703,67.7,10468.4265324712
6.489,71.199,46.5,5798.121790237151
6.489,71.199,46.5,5798.121790237151
6.494,98.674,57.5,11336.29759489946
6.494,98.674,57.5,11336.29759489946
6.496,22.656,26.6,750.5918751474021
6.496,22.656,26.6,750.5918751474021
6.501,117.629,62.0,16367.867867025743
6.501,117.629,62.0,16367.867867025743
6.51,98.93,64.5,11972.611521265126
6.51,98.93,64.5,11972.611521265126
6.511,114.623,68.9,16385.047153059288
6.511,114.623,68.9,16385.047153059288
6.513,92.454,54.3,9871.849454605554
6.513,92.454,54.3,9871.849454605554
6.517,53.448,40.1,3362.873930172605
6.517,53.448,40.1,3362.873930172605
6.519,65.076,67.9,5403.093270066103
6.519,65.076,67.9,5403.093270066103
6.523,24.979,44.8,908.2821478642232
6.523,24.979,44.8,908.2821478642232
6.532,43.496,40.9,2380.097857231048
6.532,43.496,40.9,2380.097857231048
6.534,41.797,62.9,1273.6665278997918
6.534,41.797,62.9,1273.6665278997918
6.536,39.917,35.6,1997.3595458099207
6.536,39.917,35.6,1997.3595458099207
6.543,68.168,42.9,5307.871020007182
6.543,68.168,42.9,5307.871020007182
6.561,49.501,39.6,1480.057162567857
6.561,49.501,39.6,1480.057162567857
6.563,24.525,55.2,879.9629538260306
6.563,24.525,55.2,879.9629538260306
6.564,112.675,66.6,15756.006918198364
6.564,112.675,66.6,15756.006918198364
6.565,74.689,46.7,6295.40953370977
6.565,74.689,46.7,6295.40953370977
6.566,59.625,58.1,4406.840517806916
6.566,59.625,58.1,4406.840517806916
6.572,76.231,49.0,6774.3618817739
6.572,76.231,49.0,6774.3618817739
6.573,59.217,51.1,4331.252497016761
6.573,59.217,51.1,4331.252497016761
6.574,86.386,61.8,9191.129654628085
6.574,86.386,61.8,9191.129654628085
6.579,48.813,46.2,2996.8136033068618
6.579,48.813,46.2,2996.8136033068618
6.598,27.053,58.5,1031.7429108870328
6.598,27.053,58.5,1031.7429108870328
6.606,68.624,66.5,5991.693487075309
6.606,68.624,66.5,5991.693487075309
6.609,46.438,59.6,2836.7483291362832
6.609,46.438,59.6,2836.7483291362832
6.614,72.125,59.2,6488.917286645024
6.614,72.125,59.2,6488.917286645024
6.618,45.228,42.1,2414.353616372136
6.618,45.228,42.1,2414.353616372136
6.621,117.853,61.9,16737.246057055512
6.621,117.853,61.9,16737.246057055512
6.621,58.355,44.6,4135.664562886799
6.621,58.355,44.6,4135.664562886799
6.623,117.572,67.8,17412.142002517707
6.623,117.572,67.8,17412.142002517707
6.63,123.353,67.1,19068.773074454395
6.63,123.353,67.1,19068.773074454395
6.644,88.671,53.4,9291.940512117017
6.644,88.671,53.4,9291.940512117017
6.656,86.38,67.6,5208.799081905989
6.656,86.38,67.6,5208.799081905989
6.66,114.771,61.1,15918.750629451431
6.66,114.771,61.1,15918.750629451431
6.687,31.969,22.6,1344.8075416032034
6.687,31.969,22.6,1344.8075416032034
6.696,115.039,68.8,17007.604889588794
6.696,115.039,68.8,17007.604889588794
6.701,15.578,56.1,396.49598710521553
6.701,15.578,56.1,396.49598710521553
6.703,16.065,12.4,229.4418193069562
6.703,16.065,12.4,229.4418193069562
6.712,114.234,67.1,16625.62668537328
6.712,114.234,67.1,16625.62668537328
6.713,107.984,59.5,14110.182633960145
6.713,107.984,59.5,14110.182633960145
6.713,117.335,69.5,17821.39155323889
6.713,117.335,69.5,17821.39155323889
6.73,19.131,25.4,251.4001580667768
6.73,19.131,25.4,251.4001580667768
6.73,99.548,67.9,12802.834853726385
6.73,99.548,67.9,12802.834853726385
6.733,68.921,53.2,5888.780866935656
6.733,68.921,53.2,5888.780866935656
6.744,36.242,39.2,1783.3805272221136
6.744,36.242,39.2,1783.3805272221136
6.746,46.231,38.1,2726.646502576701
6.746,46.231,38.1,2726.646502576701
6.752,93.011,65.7,10959.803074779087
6.752,93.011,65.7,10959.803074779087
6.754,77.501,48.5,7167.480771071134
6.754,77.501,48.5,7167.480771071134
6.77,95.218,65.1,11598.589696044168
6.77,95.218,65.1,11598.589696044168
6.773,82.567,58.4,8566.630290688474
6.773,82.567,58.4,8566.630290688474
6.78,39.822,33.9,1496.35898497344
6.78,39.822,33.9,1496.35898497344
6.789,116.048,62.0,16703.179122126206
6.789,116.048,62.0,16703.179122126206
6.804,61.683,57.4,4915.31604850176
6.804,61.683,57.4,4915.31604850176
6.804,96.301,63.0,11811.251487142978
6.804,96.301,63.0,11811.251487142978
6.807,40.381,35.9,1981.1250344901105
6.807,40.381,35.9,1981.1250344901105
6.82,91.526,69.7,11000.277855784012
6.82,91.526,69.7,11000.277855784012
6.828,53.709,38.0,3593.1348492832285
6.828,53.709,38.0,3593.1348492832285
6.84,16.121,63.0,492.3842255815686
6.84,16.121,63.0,492.3842255815686
6.857,41.17,26.6,2143.3682191724947
6.857,41.17,26.6,2143.3682191724947
6.861,109.972,68.1,15888.723911663596
6.861,109.972,68.1,15888.723911663596
6.861,62.165,67.9,5187.849161837547
6.861,62.165,67.9,5187.849161837547
6.865,71.309,50.1,6358.893412454988
6.865,71.309,50.1,6358.893412454988
6.866,115.868,67.6,17569.966439169933
6.866,115.868,67.6,17569.966439169933
6.892,87.962,68.4,10343.633124301145
6.892,87.962,68.4,10343.633124301145
6.91,37.349,41.7,1961.960632955038
6.91,37.349,41.7,1961.960632955038
6.913,110.021,65.5,15786.978809591325
6.913,110.021,65.5,15786.978809591325
6.913,69.321,59.7,6329.7271904426525
6.913,69.321,59.7,6329.7271904426525
6.94,53.874,56.0,3160.8793475782704
6.94,53.874,56.0,3160.8793475782704
6.956,89.395,62.2,10456.413297692145
6.956,89.395,62.2,10456.413297692145
6.977,15.432,18.8,463.1783918536852
6.977,15.432,18.8,463.1783918536852
6.98,58.546,55.3,4388.757777626871
6.98,58.546,55.3,4388.757777626871
6.982,119.837,69.4,19360.693716853955
6.982,119.837,69.4,19360.693716853955
6.983,84.385,56.8,9148.277982244872
6.983,84.385,56.8,9148.277982244872
6.994,81.59,63.4,402.4190828147787
6.994,81.59,63.4,402.4190828147787
7.017,104.912,69.4,14977.363350638703
7.017,104.912,69.4,14977.363350638703
7.017,108.114,60.3,14763.779763619305
7.017,108.114,60.3,14763.779763619305
7.018,29.297,65.6,1329.0702064996026
7.018,29.297,65.6,1329.0702064996026
7.022,18.713,32.0,631.6400661833841
7.022,18.713,32.0,631.6400661833841
7.035,18.408,69.1,230.13139251925568
7.035,18.408,69.1,230.13139251925568
7.038,95.372,57.9,11670.371940444416
7.038,95.372,57.9,11670.371940444416
7.051,111.27,62.3,16091.211881544372
7.051,111.27,62.3,16091.211881544372
7.056,83.196,51.7,8747.1067467298
7.056,83.196,51.7,8747.1067467298
7.06,40.375,53.2,2347.899736471445
7.06,40.375,53.2,2347.899736471445
7.061,41.675,39.3,2388.6538650126563
7.061,41.675,39.3,2388.6538650126563
7.062,109.331,65.0,15900.709605028382
7.062,109.331,65.0,15900.709605028382
7.072,122.954,65.0,19970.408992059467
7.072,122.954,65.0,19970.408992059467
7.074,122.147,63.5,19494.91038532014
7.074,122.147,63.5,19494.91038532014
7.077,113.424,64.7,17062.940869068163
7.077,113.424,64.7,17062.940869068163
7.08,60.786,47.4,4796.7104714458
7.08,60.786,47.4,4796.7104714458
7.082,115.275,65.8,17769.227754615677
7.082,115.275,65.8,17769.227754615677
7.087,24.837,19.2,776.7624424687473
7.087,24.837,19.2,776.7624424687473
7.093,25.793,53.7,1084.413418615842
7.093,25.793,53.7,1084.413418615842
7.093,88.436,63.7,10544.243670570702
7.093,88.436,63.7,10544.243670570702
7.102,51.655,36.9,3504.0495501726496
7.102,51.655,36.9,3504.0495501726496
7.105,22.717,52.3,874.8153834566176
7.105,22.717,52.3,874.8153834566176
7.115,126.099,63.9,20902.239972059608
7.115,126.099,63.9,20902.239972059608
7.129,121.47,66.7,19916.44850132374
7.129,121.47,66.7,19916.44850132374
7.133,47.343,31.5,2930.7570058264173
7.133,47.343,31.5,2930.7570058264173
7.153,115.429,64.6,17845.503615714417
7.153,115.429,64.6,17845.503615714417
7.155,63.863,47.4,5399.628610838386
7.155,63.863,47.4,5399.628610838386
7.159,68.407,51.8,6211.555905751142
7.159,68.407,51.8,6211.555905751142
7.179,119.738,68.3,19744.88082326274
7.179,119.738,68.3,19744.88082326274
7.186,67.765,66.6,6472.64179018337
7.186,67.765,66.6,6472.64179018337
7.19,118.326,67.1,19163.621058150256
7.19,118.326,67.1,19163.621058150256
7.19,66.744,51.2,5976.4257294076815
7.19,66.744,51.2,5976.4257294076815
7.192,100.698,66.1,13918.39267380931
7.192,100.698,66.1,13918.39267380931
7.194,78.867,67.9,8741.69089316048
7.194,78.867,67.9,8741.69089316048
7.196,65.369,54.7,5645.66724163458
7.196,65.369,54.7,5645.66724163458
7.221,96.05,68.1,9063.317847730874
7.221,96.05,68.1,9063.317847730874
7.235,46.57,34.4,2972.0500154340625
7.235,46.57,34.4,2972.0500154340625
7.236,51.739,46.9,802.0492106816806
7.236,51.739,46.9,802.0492106816806
7.239,124.871,64.0,20912.91696466411
7.239,124.871,64.0,20912.91696466411
7.246,68.7,48.9,6282.910176581678
7.246,68.7,48.9,6282.910176581678
7.248,120.71,69.0,20384.107218177545
7.248,120.71,69.0,20384.107218177545
7.251,44.111,49.1,1334.748743255503
7.251,44.111,49.1,1334.748743255503
7.251,44.982,61.8,2937.551406868284
7.251,44.982,61.8,2937.551406868284
7.267,50.542,42.0,3545.2274305887686
7.267,50.542,42.0,3545.2274305887686
7.27,27.627,53.3,1261.5883981023646
7.27,27.627,53.3,1261.5883981023646
7.282,84.503,65.3,9976.81168807901
7.282,84.503,65.3,9976.81168807901
7.288,50.779,34.4,3452.265551761374
7.288,50.779,34.4,3452.265551761374
7.296,108.307,66.5,16320.56454723458
7.296,108.307,66.5,16320.56454723458
7.298,28.357,66.1,1290.7211047139776
7.298,28.357,66.1,1290.7211047139776
7.308,80.369,60.4,8943.128772936197
7.308,80.369,60.4,8943.128772936197
7.321,82.709,62.4,9541.357296214746
7.321,82.709,62.4,9541.357296214746
7.336,15.01,41.4,489.7806598067902
7.336,15.01,41.4,489.7806598067902
7.345,90.787,68.8,11799.83618088158
7.345,90.787,68.8,11799.83618088158
7.35,47.209,38.6,3155.4958819579974
7.35,47.209,38.6,3155.4958819579974
7.362,80.793,64.1,9237.812479747448
7.362,80.793,64.1,9237.812479747448
7.362,91.052,60.8,11346.393855629389
7.362,91.052,60.8,11346.393855629389
7.372,59.491,65.2,5195.406226851696
7.372,59.491,65.2,5195.406226851696
7.374,49.51,48.0,2021.6878846976035
7.374,49.51,48.0,2021.6878846976035
7.38,68.876,62.4,6808.925759259561
7.38,68.876,62.4,6808.925759259561
7.394,66.749,48.6,6101.864748433248
7.394,66.749,48.6,6101.864748433248
7.395,61.011,42.7,5056.055141723971
7.395,61.011,42.7,5056.055141723971
7.396,114.789,65.2,18385.53708091396
7.396,114.789,65.2,18385.53708091396
7.396,27.184,40.9,1243.5037943539664
7.396,27.184,40.9,1243.5037943539664
7.404,107.374,64.1,15938.732405075694
7.404,107.374,64.1,15938.732405075694
7.405,31.593,67.7,1386.0816635294314
7.405,31.593,67.7,1386.0816635294314
7.416,59.088,62.8,5117.334448019985
7.416,59.088,62.8,5117.334448019985
7.418,33.645,21.7,1673.9102138421651
7.418,33.645,21.7,1673.9102138421651
7.419,63.81,43.1,5490.880879189281
7.419,63.81,43.1,5490.880879189281
7.425,12.843,64.6,410.7585639394639
7.425,12.843,64.6,410.7585639394639
7.433,88.042,57.5,10524.977495828542
7.433,88.042,57.5,10524.977495828542
7.435,40.678,50.7,2536.56362787292
7.435,40.678,50.7,2536.56362787292
7.449,56.702,40.9,4453.594215459264
7.449,56.702,40.9,4453.594215459264
7.452,95.509,59.8,12608.693381285895
7.452,95.509,59.8,12608.693381285895
7.453,71.421,57.3,7190.259172561708
7.453,71.421,57.3,7190.259172561708
7.456,24.299,22.5,1027.4771296146214
7.456,24.299,22.5,1027.4771296146214
7.466,56.02,46.2,4445.212779267302
7.466,56.02,46.2,4445.212779267302
7.467,75.975,53.6,7990.187405899571
7.467,75.975,53.6,7990.187405899571
7.468,22.813,17.4,915.7333382507468
7.468,22.813,17.4,915.7333382507468
7.486,42.01,67.6,2742.626205121381
7.486,42.01,67.6,2742.626205121381
7.49,58.942,60.1,5045.474937613223
7.49,58.942,60.1,5045.474937613223
7.829,52.878,40.8,4187.647982869591
7.829,52.878,40.8,4187.647982869591
7.837,108.008,64.6,17329.31771247999
7.837,108.008,64.6,17329.31771247999
7.843,82.626,66.3,10467.551550739365
7.843,82.626,66.3,10467.551550739365
7.849,87.049,68.3,11685.280261791144
7.849,87.049,68.3,11685.280261791144
7.85,89.414,55.5,11521.258518966746
7.85,89.414,55.5,11521.258518966746
7.854,121.163,66.5,21958.77902003304
7.854,121.163,66.5,21958.77902003304
7.866,105.627,63.8,16592.795287884514
7.866,105.627,63.8,16592.795287884514
7.894,65.751,63.6,6763.0600038627135
7.894,65.751,63.6,6763.0600038627135
7.911,47.381,40.3,3503.1637739751222
7.911,47.381,40.3,3503.1637739751222
7.935,99.994,61.8,14899.271462370098
7.935,99.994,61.8,14899.271462370098
7.995,107.074,65.1,17476.943381215333
7.995,107.074,65.1,17476.943381215333
7.995,94.425,57.9,13193.547768269858
7.995,94.425,57.9,13193.547768269858
8.004,48.971,60.4,3947.7096386405296
8.004,48.971,60.4,3947.7096386405296
8.007,102.907,60.1,15649.163110152183
8.007,102.907,60.1,15649.163110152183
8.014,21.791,34.1,978.0019914155806
8.014,21.791,34.1,978.0019914155806
8.019,49.283,58.4,3921.445154695713
8.019,49.283,58.4,3921.445154695713
8.042,107.793,69.7,18326.80495378164
8.042,107.793,69.7,18326.80495378164
8.045,31.14,20.7,1652.441083436756
8.045,31.14,20.7,1652.441083436756
8.054,108.14,69.1,18401.75942468133
8.054,108.14,69.1,18401.75942468133
8.054,46.016,56.2,3528.022175822593
8.054,46.016,56.2,3528.022175822593
8.06,81.874,54.3,9999.26247480163
8.06,81.874,54.3,9999.26247480163
8.065,99.851,66.1,15510.41873645722
8.065,99.851,66.1,15510.41873645722
8.069,59.475,59.2,5686.358072325113
8.069,59.475,59.2,5686.358072325113
8.077,41.08,43.0,2833.6863209964163
8.077,41.08,43.0,2833.6863209964163
8.08,29.84,22.0,570.7867818948484
8.08,29.84,22.0,570.7867818948484
8.08,94.158,59.0,13363.76582048886
8.08,94.158,59.0,13363.76582048886
8.087,78.594,53.1,9295.439993989294
8.087,78.594,53.1,9295.439993989294
8.099,64.302,47.8,6336.058519686899
8.099,64.302,47.8,6336.058519686899
8.106,19.873,55.9,875.2625504979768
8.106,19.873,55.9,875.2625504979768
8.109,117.805,65.0,21279.133126560988
8.109,117.805,65.0,21279.133126560988
8.114,106.057,65.9,17404.708415190544
8.114,106.057,65.9,17404.708415190544
8.115,106.546,59.8,16990.694994976457
8.115,106.546,59.8,16990.694994976457
8.122,46.372,65.3,3460.70911938243
8.122,46.372,65.3,3460.70911938243
8.125,18.116,64.5,466.6184798570959
8.125,18.116,64.5,466.6184798570959
8.139,16.075,64.5,241.24109404495132
8.139,16.075,64.5,241.24109404495132
8.154,29.542,53.8,1650.4708871340797
8.154,29.542,53.8,1650.4708871340797
8.155,73.893,63.2,8732.35329911668
8.155,73.893,63.2,8732.35329911668
8.156,121.409,69.9,23520.824403110277
8.156,121.409,69.9,23520.824403110277
8.168,70.452,45.8,7434.06206560461
8.168,70.452,45.8,7434.06206560461
8.171,66.57,45.2,6686.021042725284
8.171,66.57,45.2,6686.021042725284
8.18,126.135,69.3,25328.91017411845
8.18,126.135,69.3,25328.91017411845
8.18,93.69,64.9,13841.640438013095
8.18,93.69,64.9,13841.640438013095
8.188,29.023,27.4,1525.3725741114426
8.188,29.023,27.4,1525.3725741114426
8.193,108.266,65.5,18338.28654662019
8.193,108.266,65.5,18338.28654662019
8.195,60.65,44.6,5683.209668173339
8.195,60.65,44.6,5683.209668173339
8.212,97.847,65.1,15146.112688678231
8.212,97.847,65.1,15146.112688678231
8.222,65.516,52.5,6794.95563898169
8.222,65.516,52.5,6794.95563898169
8.227,118.797,64.3,21887.492940480726
8.227,118.797,64.3,21887.492940480726
8.23,48.86,41.7,3632.548653395928
8.23,48.86,41.7,3632.548653395928
8.235,68.768,67.9,7825.038409509684
8.235,68.768,67.9,7825.038409509684
8.237,121.715,62.7,22604.45681790057
8.237,121.715,62.7,22604.45681790057
8.268,67.694,67.2,7611.626277128586
8.268,67.694,67.2,7611.626277128586
8.27,86.585,59.8,11780.55983517073
8.27,86.585,59.8,11780.55983517073
8.289,39.556,36.4,2698.607074529508
8.289,39.556,36.4,2698.607074529508
8.297,22.977,30.4,1117.7378701501536
8.297,22.977,30.4,1117.7378701501536
8.309,69.49,63.7,7962.669630601022
8.309,69.49,63.7,7962.669630601022
8.325,41.185,59.8,3019.054034000116
8.325,41.185,59.8,3019.054034000116
8.329,33.365,38.7,2049.465602714526
8.329,33.365,38.7,2049.465602714526
8.33,41.332,25.8,2772.6235171173357
8.33,41.332,25.8,2772.6235171173357
8.35,120.409,69.1,23598.57002881553
8.35,120.409,69.1,23598.57002881553
8.35,123.108,64.5,23812.25897181546
8.35,123.108,64.5,23812.25897181546
8.351,119.776,66.2,22899.04312186733
8.351,119.776,66.2,22899.04312186733
8.355,101.787,62.2,16345.588511641416
8.355,101.787,62.2,16345.588511641416
8.371,65.799,41.3,6614.392709830665
8.371,65.799,41.3,6614.392709830665
8.381,105.052,60.5,17240.209806404917
8.381,105.052,60.5,17240.209806404917
8.381,26.697,66.8,1457.7337450360806
8.381,26.697,66.8,1457.7337450360806
8.41,99.008,69.1,16203.039651820423
8.41,99.008,69.1,16203.039651820423
8.436,42.154,36.1,3073.0583084581244
8.436,42.154,36.1,3073.0583084581244
8.437,68.103,69.0,7924.237557852286
8.437,68.103,69.0,7924.237557852286
8.439,46.546,40.2,3577.4028637253623
